Datetime,server name,ApplicationName,max CPU utilization,CPUUtilizationDate,max Memory Utilization,MemoryUtilizationDate,Wait type,Wait time(ms),Most expensive query by cpu,Most expensive query by cpu  URL,Most expensive query by physical reads,Most expensive query by physical reads URL ,JobsURL,Cach Hit Ratio
4/29/2025,HC1DBSQ33PV,"Carlyle Documents,Daily_Documents,DMLT,EntitlementsCNV,ESBLDB,Investran,Neuron,Opstage,Regulatory Reporting",1,01:47.8,100,09:54.0,CXPACKET,322053,"select upper(rtrim(ltrim(jobName)))jobName,step_name,
LastRunDateTime,
LastRunStatus,
[LastRunDuration (HH:MM:SS)],CONVERT( sysname, SERVERPROPERTY('servername')) + ': ' + LastRunStatusMessage as LastRunStatusMessage ,
NextRunDateTime,CONVERT( sysname, SE",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/870908a6-2e83-42f8-9ade-a7cd331713c5?experience=power-bi&subfolderId=30544,"select upper(rtrim(ltrim(jobName)))jobName,step_name,
LastRunDateTime,
LastRunStatus,
[LastRunDuration (HH:MM:SS)],CONVERT( sysname, SERVERPROPERTY('servername')) + ': ' + LastRunStatusMessage as LastRunStatusMessage ,
NextRunDateTime,CONVERT( sysname, SE",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/85526879-2654-4801-8bff-64a69b0bfe37?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/cce7d2ad-070f-475c-b905-204c07b03af8?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ33PV,"Carlyle Documents,Daily_Documents,DMLT,EntitlementsCNV,ESBLDB,Investran,Neuron,Opstage,Regulatory Reporting",1,01:47.8,100,09:54.0,IO_COMPLETION,15311,"select upper(rtrim(ltrim(jobName)))jobName,step_name,
LastRunDateTime,
LastRunStatus,
[LastRunDuration (HH:MM:SS)],CONVERT( sysname, SERVERPROPERTY('servername')) + ': ' + LastRunStatusMessage as LastRunStatusMessage ,
NextRunDateTime,CONVERT( sysname, SE",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/870908a6-2e83-42f8-9ade-a7cd331713c5?experience=power-bi&subfolderId=30544,"select upper(rtrim(ltrim(jobName)))jobName,step_name,
LastRunDateTime,
LastRunStatus,
[LastRunDuration (HH:MM:SS)],CONVERT( sysname, SERVERPROPERTY('servername')) + ': ' + LastRunStatusMessage as LastRunStatusMessage ,
NextRunDateTime,CONVERT( sysname, SE",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/85526879-2654-4801-8bff-64a69b0bfe37?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/cce7d2ad-070f-475c-b905-204c07b03af8?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ35PV,EDWCubes,0,01:45.7,100,09:54.5,ASYNC_NETWORK_IO,727,"SELECT target_data
									FROM sys.dm_xe_session_targets xet WITH(nolock)
									JOIN sys.dm_xe_sessions xes WITH(nolock)
									ON xes.address = xet.event_session_address
									WHERE xes.name = 'telemetry_xevents'
									AND xet.target_na",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e0b2cb11-c69a-4404-bc15-c2fc3e6de931?experience=power-bi&subfolderId=30544,DELETE [SSA].[dbo].[DIVFS]  WHERE [AUDIT_DATETIME]<(getdate()-@1,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/053e7457-5e03-4c81-8d92-146a17a11966?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/13cd2bcf-c913-47d8-a8e8-0770c0f6dce1?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ35PV,EDWCubes,0,01:45.7,100,09:54.5,BACKUPIO,38,"SELECT target_data
									FROM sys.dm_xe_session_targets xet WITH(nolock)
									JOIN sys.dm_xe_sessions xes WITH(nolock)
									ON xes.address = xet.event_session_address
									WHERE xes.name = 'telemetry_xevents'
									AND xet.target_na",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e0b2cb11-c69a-4404-bc15-c2fc3e6de931?experience=power-bi&subfolderId=30544,DELETE [SSA].[dbo].[DIVFS]  WHERE [AUDIT_DATETIME]<(getdate()-@1,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/053e7457-5e03-4c81-8d92-146a17a11966?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/13cd2bcf-c913-47d8-a8e8-0770c0f6dce1?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ35PV,EDWCubes,0,01:45.7,100,09:54.5,MSQL_DQ,504,"SELECT target_data
									FROM sys.dm_xe_session_targets xet WITH(nolock)
									JOIN sys.dm_xe_sessions xes WITH(nolock)
									ON xes.address = xet.event_session_address
									WHERE xes.name = 'telemetry_xevents'
									AND xet.target_na",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e0b2cb11-c69a-4404-bc15-c2fc3e6de931?experience=power-bi&subfolderId=30544,DELETE [SSA].[dbo].[DIVFS]  WHERE [AUDIT_DATETIME]<(getdate()-@1,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/053e7457-5e03-4c81-8d92-146a17a11966?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/13cd2bcf-c913-47d8-a8e8-0770c0f6dce1?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ35PV,EDWCubes,0,01:45.7,100,09:54.5,OLEDB,504,"SELECT target_data
									FROM sys.dm_xe_session_targets xet WITH(nolock)
									JOIN sys.dm_xe_sessions xes WITH(nolock)
									ON xes.address = xet.event_session_address
									WHERE xes.name = 'telemetry_xevents'
									AND xet.target_na",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e0b2cb11-c69a-4404-bc15-c2fc3e6de931?experience=power-bi&subfolderId=30544,DELETE [SSA].[dbo].[DIVFS]  WHERE [AUDIT_DATETIME]<(getdate()-@1,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/053e7457-5e03-4c81-8d92-146a17a11966?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/13cd2bcf-c913-47d8-a8e8-0770c0f6dce1?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,ASYNC_IO_COMPLETION,1342,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,ASYNC_NETWORK_IO,17487,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,BACKUPBUFFER,1406,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,CXCONSUMER,2721,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,CXPACKET,13027,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,LATCH_EX,2236,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,LCK_M_X,1964,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ44PV,Global Credit,0,01:57.1,100,09:57.4,PREEMPTIVE_XE_GETTARGETSTATE,197,"SELECT CAST(TEXTData as Nvarchar(Max)) As TEXTData,ServerName,ApplicationName,DatabaseName,
LoginName,SPID,StartTime,EventSequence
FROM fn_trace_gettable(@trc_path,1) fn
WHERE TEXTData LIKE '%configure%'
AND HostName NOT IN  ('HC1DBSQ90DV','HC1DBSQ90P",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/cab23080-3a96-47ba-a63b-466ffe7648c5?experience=power-bi&subfolderId=30544,DELETE [SSA].[dbo].[DIVFS]  WHERE [AUDIT_DATETIME]<(getdate()-@1,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/028ef3cf-4b15-4592-95cd-33a316de4b77?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/fe459530-92a7-4eb0-858c-c17e6d7ae655?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ44PV,Global Credit,0,01:57.1,100,09:57.4,WRITELOG,28,"SELECT CAST(TEXTData as Nvarchar(Max)) As TEXTData,ServerName,ApplicationName,DatabaseName,
LoginName,SPID,StartTime,EventSequence
FROM fn_trace_gettable(@trc_path,1) fn
WHERE TEXTData LIKE '%configure%'
AND HostName NOT IN  ('HC1DBSQ90DV','HC1DBSQ90P",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/cab23080-3a96-47ba-a63b-466ffe7648c5?experience=power-bi&subfolderId=30544,DELETE [SSA].[dbo].[DIVFS]  WHERE [AUDIT_DATETIME]<(getdate()-@1,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/028ef3cf-4b15-4592-95cd-33a316de4b77?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/fe459530-92a7-4eb0-858c-c17e6d7ae655?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,MSQL_DQ,4916,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,OLEDB,4925,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,PAGEIOLATCH_SH,7105,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ39PV,EDWCubes,0,01:48.9,100,09:55.9,PREEMPTIVE_COM_QUERYINTERFACE,4916,"SELECT [MSOLAP_Database]
      ,[MSOLAP_ObjectPath]
      ,[MSOLAP_User]
      ,[StartTime]
      ,[Duration]
	  ,CASE 
when [MSOLAP_User] like '%svc%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like '%proxy%' THEN 'SERVICE ACCOUNT'
when [MSOLAP_User] like",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/512bb75c-77cc-41cc-8b89-e530bd1ab579?experience=power-bi&subfolderId=30544,"insert into [Stg_OlapQueryLog1] (StartTime, MSOLAP_Database, MSOLAP_User, [user_department], duration,[MSOLAP_ObjectPath_MeasureGroup])
SELECT 
	O.StartTime as StartTime, 
	O.MSOLAP_Database as MSOLAP_Database ,
	O.MSOLAP_User as MSOLAP_User ,
	'' as",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3e96b4d7-6aaf-4131-8e76-356e208a53ef?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ba7bbad2-8be3-43bd-9b1b-fd0844101c52?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ41PV,"Global Credit,Markit,Moodys",5,02:24.6,100,09:56.9,CXCONSUMER,2059254,"SELECT dcl_deal_num
         , dcl_deal_cd
         , dcl_xref
         , dcl_deal_status_ind
         , dcl_deal_ic_status_ind
         , dcl_business_segment_num
         , status_ind
         , lock_num
         , created_by
         , created",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3d0c9d52-e54f-468c-8e60-0a8f809361bc?experience=power-bi&subfolderId=30544,"SELECT calendar_date AS as_of_date
        FROM @CALENDAR_DATES 
    EXCEPT 
    SELECT DISTINCT d.AsofDate AS as_of_date
        FROM ext.SEI_POS_PNL d
        INNER JOIN ext.SEI_POS_PNL_HDR h ON h.sei_pos_pnl_hdr_num = d.sei_pos_pnl_hdr_num 
",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/35d4e4e9-87c8-4fe0-9f26-3b7cb1b3b495?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ecaae3b4-1628-497c-bfd2-058f483da047?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ41PV,"Global Credit,Markit,Moodys",5,02:24.6,100,09:56.9,CXPACKET,773757,"SELECT dcl_deal_num
         , dcl_deal_cd
         , dcl_xref
         , dcl_deal_status_ind
         , dcl_deal_ic_status_ind
         , dcl_business_segment_num
         , status_ind
         , lock_num
         , created_by
         , created",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3d0c9d52-e54f-468c-8e60-0a8f809361bc?experience=power-bi&subfolderId=30544,"SELECT calendar_date AS as_of_date
        FROM @CALENDAR_DATES 
    EXCEPT 
    SELECT DISTINCT d.AsofDate AS as_of_date
        FROM ext.SEI_POS_PNL d
        INNER JOIN ext.SEI_POS_PNL_HDR h ON h.sei_pos_pnl_hdr_num = d.sei_pos_pnl_hdr_num 
",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/35d4e4e9-87c8-4fe0-9f26-3b7cb1b3b495?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ecaae3b4-1628-497c-bfd2-058f483da047?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ41PV,"Global Credit,Markit,Moodys",5,02:24.6,100,09:56.9,LATCH_EX,823286,"SELECT dcl_deal_num
         , dcl_deal_cd
         , dcl_xref
         , dcl_deal_status_ind
         , dcl_deal_ic_status_ind
         , dcl_business_segment_num
         , status_ind
         , lock_num
         , created_by
         , created",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/3d0c9d52-e54f-468c-8e60-0a8f809361bc?experience=power-bi&subfolderId=30544,"SELECT calendar_date AS as_of_date
        FROM @CALENDAR_DATES 
    EXCEPT 
    SELECT DISTINCT d.AsofDate AS as_of_date
        FROM ext.SEI_POS_PNL d
        INNER JOIN ext.SEI_POS_PNL_HDR h ON h.sei_pos_pnl_hdr_num = d.sei_pos_pnl_hdr_num 
",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/35d4e4e9-87c8-4fe0-9f26-3b7cb1b3b495?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ecaae3b4-1628-497c-bfd2-058f483da047?experience=power-bi&subfolderId=30544,100
