Message,ID,ProviderName,LogName,MachineName,TimeCreated,ContainerLog,LevelDisplayName,CreatedDate
Certificate for local system with Thumbprint 95 09 c1 92 a1 02 18 a6 ab ef 0e d6 a6 50 ec 20 f1 cd 92 9d is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ57PV,2025-11-14 19:21:55,Application,Warning,2025-11-14 09:37:48.590000000
The server {9BA05972-F6A8-11CF-A442-00A0C90A8F39} did not register with DCOM within the required timeout.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ55Pv,2025-11-14 23:33:27,system,Error,2025-11-14 09:37:48.590000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,HC1DBSQ35PV,2025-11-14 05:15:49,System,Warning,2025-11-14 09:37:48.590000000
The SQL Server Agent (MSSQLSERVER) service depends on the SQL Server (MSSQLSERVER) service which failed to start because of the following error: The dependency service or group failed to start.,7001,Service Control Manager,System,LX1APDS02PV,2025-11-14 13:51:53,System,Error,2025-11-14 09:37:48.590000000
Secure Boot CA/keys need to be updated. This device signature information is included here.DeviceAttributes: BaseBoardManufacturer:;FirmwareManufacturer:SeaBIOS;FirmwareVersion:nutanix-ahv-4.20230302.1.2662.el8;OEMModelNumber:AHV;OEMModelBaseBoard:;OEMModelSystemFamily:Red Hat Enterprise Linux;OEMManufacturerName:Nutanix;OEMModelSKU:;OSArchitecture:amd64;BucketId: 4d84ec0f3d73e42c7df8ed73fddfd9062221865badb1c88eec8587807076dfe3BucketConfidenceLevel: UpdateType: 0HResult: The operation completed successfully.,1801,Microsoft-Windows-TPM-WMI,System,LX1APDS01PV,2025-11-14 14:24:47,System,Error,2025-11-14 09:37:48.593000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,AWSDBSQ50PV,2025-11-14 20:59:50,System,Warning,2025-11-14 09:37:48.593000000
The server {9BA05972-F6A8-11CF-A442-00A0C90A8F39} did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,LD5AIDBSQ01PV,2025-11-14 13:13:19,System,Error,2025-11-14 09:37:48.593000000
The COM+ Event System failed to fire the DisplayLock method on event class {D5978630-5B9F-11D1-8DD2-00AA004ABD5E} for publisher  and subscriber . The display name of the subscription is "Visual Studio ISensLogon Subscription". The HRESULT was 8001010a.,4354,Microsoft-Windows-EventSystem,Application,HC1DBSQ35PV,2025-11-14 10:35:59,Application,Warning,2025-11-14 09:37:48.593000000
The server service was unable to recreate the share vikasbackups092725 because the directory E:\vikasbackups092725 no longer exists.  Please run "net share vikasbackups092725 /delete" to delete the share or recreate the directory E:\vikasbackups092725.,2511,Server,System,AWSDBSQ51PV,2025-11-14 21:53:14,System,Warning,2025-11-14 09:37:48.593000000
The Python service control handler failed. <Error getting traceback - traceback.print_exception() failed %2: %3,11,AwsReplicationDriverLogger,Application,AWSDBSQ51PV,2025-11-14 20:58:25,Application,Error,2025-11-14 09:37:48.597000000
Report Server Email,137,Report Server Windows Service (SSRS),Application,HC1DBSQ21PV,2025-11-14 22:00:11,Application,Error,2025-11-14 09:37:48.597000000
Unable to open the Server service performance object. The first four bytes (DWORD) of the Data section contains the status code.,2004,Microsoft-Windows-PerfNet,Application,AWSDBSQ62PV,2025-11-14 20:12:25,Application,Error,2025-11-14 09:37:48.597000000
wmiprvse (13164D50) SoftwareUsageMetrics-Prv: Flush map file "C:\WINDOWS\system32\LogFiles\Sum\{134A1E11-ADC3-4FCA-A881-EA9C2B7A1A83}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,HC1DBSQ21PV,2025-11-14 22:00:52,Application,Warning,2025-11-14 09:37:48.597000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  LDAP/HC1DCRT3PV.TCG.com/TCG.com@TCG.COM  with error code "The user account has been automatically locked because too many invalid logon attempts or password change attempts have been requested. (0xc0000234)". Authentication was denied.,6038,LsaSrv,System,HC1DBSQ60PV,2025-11-14 23:53:57,System,Warning,2025-11-14 09:37:48.600000000
Windows cannot load the extensible counter DLL "perf-ReportServer-rsctr12.3.6024.0.dll" (Win32 error code The specified module could not be found.).,1023,Microsoft-Windows-Perflib,Application,HC1DBSQ27PV,2025-11-14 03:07:49,Application,Error,2025-11-14 09:37:48.600000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,LX1APDS01PV,2025-11-14 13:07:38,System,Warning,2025-11-14 09:37:48.600000000
Profile notification of event Unload for component {B31118B2-1F49-48E5-B6F5-BC21CAEC56FB} failed error code is See Tracelogging for error details. ,1534,Microsoft-Windows-User Profiles Service,Application,HC1DBSQ64PV,2025-11-14 21:33:20,Application,Warning,2025-11-14 09:37:48.600000000
Current server is unaccessible switching to a failover host; current='hc1siem20p.thecarlylegroup.local' failover='dr1siem22p.thecarlylegroup.local',206,syslog-ng Agent,Application,LX1APDS02PV,2025-11-14 13:54:40,Application,Warning,2025-11-14 09:37:48.600000000
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.14.5.200],3041,MSSQLSERVER,Application,HC1DBSQ70PV,2025-11-14 18:57:00,Application,Error,2025-11-14 09:37:48.600000000
PausingBindingUntilAfterCheckin.242.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ64PV,2025-11-14 21:10:10,Application,Error,2025-11-14 09:37:48.603000000
The Open procedure for service "BITS" in DLL "C:\Windows\System32\bitsperf.dll" failed with error code The system cannot find the file specified.. Performance data for this service will not be available.,1008,Microsoft-Windows-Perflib,Application,LX1APDS02PV,2025-11-14 15:42:28,Application,Warning,2025-11-14 09:37:48.603000000
The machine HC1DBSQ60PV attempted to join the domain thecarlylegroup.local but failed. The error code was 1332.,4097,NetJoin,System,HC1DBSQ60PV,2025-11-14 13:00:51,System,Error,2025-11-14 09:37:48.603000000
Application 'C:\Windows\SysWOW64\wbem\WmiPrvSE.exe' (pid 10976) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,HC1DBSQ35PV,2025-11-14 01:03:18,Application,Warning,2025-11-14 09:37:48.603000000
wmiprvse (9776D50) SoftwareUsageMetrics-Prv: Flush map file "C:\WINDOWS\system32\LogFiles\Sum\{D39FDE63-4808-4240-B477-91FB25CADDD8}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,HC1DBSQ64PV,2025-11-14 22:06:49,Application,Warning,2025-11-14 09:37:48.607000000
Failed to end a Windows Installer transaction {AC01D403-EAD0-436E-9DB9-BFEE34DF2492}. Error 1622 occurred while ending the transaction.,1043,MsiInstaller,Application,HC1DBSQ62PV,2025-11-14 05:22:00,Application,Error,2025-11-14 09:37:48.607000000
Product: Bit9 Agent -- ERROR: You do not have permission to uninstall Cb Protection Agent. Please contact your Carbon Black administrator.,10005,MsiInstaller,Application,HC1DBSQ21PV,2025-11-14 08:39:58,Application,Error,2025-11-14 09:37:48.607000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ39PV,2025-11-14 05:16:59,Application,Error,2025-11-14 09:37:48.607000000
A fatal error occurred while creating a TLS client credential. The internal error state is 10013.,36871,Schannel,System,HC1DBSQ90PV,2025-11-14 23:59:37,System,Error,2025-11-14 09:37:48.610000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService130,Application,HC1DBSQ35PV,2025-11-14 23:09:28,Application,Warning,2025-11-14 09:37:48.610000000
The certificate received from the remote server was issued by an untrusted certificate authority. Because of this none of the data contained in the certificate can be validated. The TLS connection request has failed. The attached data contains the server certificate.,36882,Schannel,System,HC1DBSQ55Pv,2025-11-14 23:59:59,system,Error,2025-11-14 09:37:48.610000000
The ThreatLocker Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 0 milliseconds: Restart the service.,7031,Service Control Manager,System,HC1DBSQ60PV1,2025-11-14 11:36:36,System,Error,2025-11-14 09:37:48.610000000
The processing of Group Policy failed. Windows could not obtain the name of a domain controller. This could be caused by a name resolution failure. Verify your Domain Name System (DNS) is configured and working correctly.,1130,Microsoft-Windows-GroupPolicy,System,AWSDBSQ51PV,2025-11-14 23:49:29,System,Error,2025-11-14 09:37:48.610000000
The TrustedInstaller service hung on starting.,7034,Service Control Manager,System,AWSDBSQ51PV,2025-11-14 21:54:17,System,Error,2025-11-14 09:37:48.610000000
Current server is unaccessible switching to a failover host; current='hc1siem20p.thecarlylegroup.local' failover='dr1siem22p.thecarlylegroup.local',206,syslog-ng Agent,Application,HC1DBSQ64PV,2025-11-14 00:09:20,Application,Warning,2025-11-14 09:37:48.613000000
VMCI: Failed to create device (status=0xc0000035).,2,vmci,System,HC1DBSQ45PV,2025-11-14 03:14:57,system,Warning,2025-11-14 09:37:48.613000000
Windows failed to apply the Group Policy Scheduled Tasks settings. Group Policy Scheduled Tasks settings might have its own log file. Please click on the "More information" link.,1085,Microsoft-Windows-GroupPolicy,System,HC1DBSQ64PV,2025-11-14 19:57:05,System,Warning,2025-11-14 09:37:48.613000000
Application popup:  : Execute package complete:	Package ID: Agent64	Version: 7.27.19909.0	DisplayName: CrowdStrike Sensor Platform	Product Code: {18FD50A4-463F-4A70-B29B-196DDB81E320}	Result: 0x80070643Bundle Info:	BundleName: CrowdStrike Windows Sensor	BundleVersion: 7.27.19909.0	BundleId: {de1449be-1e6c-4f7e-8e98-1ad69a99648c},26,CrowdStrikeSetup,System,HC1DBSQ45PV,2025-11-14 03:13:29,system,Error,2025-11-14 09:37:48.617000000
Configuring the Page file for crash dump failed. Make sure there is a page file on the boot partition and that is large enough to contain all physical memory.,49,volmgr,System,HC1DBSQ45PV,2025-11-14 03:15:24,system,Error,2025-11-14 09:37:48.617000000
The server {4991D34B-80A1-4291-83B6-3328366B9097} did not register with DCOM within the required timeout.,10016,Microsoft-Windows-DistributedCOM,System,AWSDBSQ62PV,2025-11-14 08:31:19,System,Error,2025-11-14 09:37:48.617000000
VMCI: Not supported in Safe Boot Mode.,2,vmci,System,HC1DBSQ62PV,2025-11-14 06:05:32,System,Warning,2025-11-14 09:37:48.617000000
Configuring the Page file for crash dump failed. Make sure there is a page file on the boot partition and that is large enough to contain all physical memory.,49,volmgr,System,HC1DBSQ70PV,2025-11-14 03:51:14,System,Error,2025-11-14 09:37:48.620000000
svchost (9080R98) SoftwareUsageMetrics-Svc: Database recovery/restore failed with unexpected error -551.,517,ESENT,Application,LD5AIDBSQ01PV,2025-11-14 01:36:12,Application,Error,2025-11-14 09:37:48.620000000
The system failed to update and remove host (A or AAAA) resource records (RRs) for network adapterwith settings:           Adapter Name : {A6C74E44-D2D7-4969-9FBA-F3A1665937E7}           Host Name : LX1APDS02PV           Primary Domain Suffix : thecarlylegroup.local           DNS server list :             	10.64.21.210           Sent update to server : <?>           IP Address(es) :             10.64.21.211The reason the update request failed was because of a system problem. See event details for specific error code information.,8038,Microsoft-Windows-DNS-Client,System,LX1APDS02PV,2025-11-14 13:40:52,System,Warning,2025-11-14 09:37:48.620000000
OLE DB error: OLE DB or ODBC error: Query timeout expired; HYT00; Unknown token received from SQL Server; HY000.,7,MSSQLServerOLAPService,Application,HC1DBSQ53PV,2025-11-14 04:20:36,Application,Error,2025-11-14 09:37:48.620000000
The Kerberos client received a KRB_AP_ERR_MODIFIED error from the server weunpsolunsdw02$. The target name used was cifs/WEUNPSOLUNSDW02.NIBCPE.COM. This indicates that the target server failed to decrypt the ticket provided by the client. This can occur when the target server principal name (SPN) is registered on an account other than the account the target service is using. Ensure that the target SPN is only registered on the account used by the server. This error can also happen if the target service account password is different than what is configured on the Kerberos Key Distribution Center for that target service. Ensure that the service on the server and the KDC are both configured to use the same password. If the server name is not fully qualified and the target domain (THECARLYLEGROUP.LOCAL) is different from the client domain (THECARLYLEGROUP.LOCAL) check if there are identically named server accounts in these two domains or use the fully-qualified name to identify the server.,4,Microsoft-Windows-Security-Kerberos,System,HC1DBSQ90PV,2025-11-14 23:01:09,System,Error,2025-11-14 09:37:48.620000000
Windows Management Instrumentation has stopped WMIPRVSE.EXE because a quota reached a warning value. Quota: HandleCount  Value: 4465 Maximum value: 4096 WMIPRVSE PID: 15108 Providers hosted in this process: C:\Windows\CCM\SensorWmiProvider.dll,63,Microsoft-Windows-WMI,Application,HC1DBSQ35PV,2025-11-14 20:50:40,Application,Warning,2025-11-14 09:37:48.623000000
Configuring the Page file for crash dump failed. Make sure there is a page file on the boot partition and that is large enough to contain all physical memory.,49,volmgr,System,LD5AIDBSQ01PV,2025-11-14 01:55:54,System,Error,2025-11-14 09:37:48.623000000
Cryptographic Services failed while processing the OnIdentity() call in the System Writer Object.Details:AddLegacyDriverFiles: Unable to back up image of binary Symantec Network Security WFP Driver.System Error:The system cannot find the file specified..,513,Microsoft-Windows-CAPI2,Application,AWSDBSQ62PV,2025-11-14 23:48:57,Application,Error,2025-11-14 09:37:48.623000000
wmiprvse (8248D50) SoftwareUsageMetrics-Prv: Flush map file "C:\WINDOWS\system32\LogFiles\Sum\{A73C55FE-2963-4346-8E82-A36E9C501997}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,HC1DBSQ35PV,2025-11-14 23:36:19,Application,Warning,2025-11-14 09:37:48.627000000
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.14.5.222],3041,MSSQLSERVER,Application,HC1DBSQ64PV,2025-11-14 22:20:25,Application,Error,2025-11-14 09:37:48.627000000
Certificate for local system with Thumbprint ea 8c 37 46 d1 dd c2 df 36 9b 0d 56 d8 ec 6c b7 1f bc 26 01 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ64PV,2025-11-14 23:45:36,Application,Warning,2025-11-14 09:37:48.627000000
The browser service was unable to retrieve a list of servers from the browser master \\HC1DBSQ90DV on the network \Device\NetBT_Tcpip_{7584C56A-E2FA-44C3-808B-D05891E6EF80}.  Browser master: \\HC1DBSQ90DV Network: \Device\NetBT_Tcpip_{7584C56A-E2FA-44C3-808B-D05891E6EF80}  This event may be caused by a temporary loss of network connectivity. If this message appears again verify that the server is still connected to the network. The return code is in the Data text box.,8021,BROWSER,System,HC1DBSQ35PV,2025-11-14 23:18:45,System,Warning,2025-11-14 09:37:48.623000000
Time Provider NtpClient: No valid response has been received from manually configured peer time.windows.com0x8 after 8 attempts to contact it. This peer will be discarded as a time source and NtpClient will attempt to discover a new peer with this DNS name. The error was: The peer is unreachable. ,47,Microsoft-Windows-Time-Service,System,AWSDBSQ62PV,2025-11-14 23:49:01,System,Warning,2025-11-14 09:37:48.627000000
The processing of Group Policy failed. Windows attempted to retrieve new Group Policy settings for this user or computer. Look in the details tab for error code and description. Windows will automatically retry this operation at the next refresh cycle. Computers joined to the domain must have proper name resolution and network connectivity to a domain controller for discovery of new Group Policy objects and settings. An event will be logged when Group Policy is successful.,1030,Microsoft-Windows-GroupPolicy,System,HC1DBSQ35PV,2025-11-14 07:12:51,System,Error,2025-11-14 09:37:48.627000000
SQLVDI: Loc=TriggerAbort. Desc=invoked. ErrorCode=(0). Process=13072. Thread=756. Server. Instance=MSSQLSERVER. VD=Global\VNBU0-10844-14044-1761945913_SQLVDIMemoryName_0. ,1,SQLVDI,Application,LX1APDS01PV,2025-11-14 17:32:44,Application,Error,2025-11-14 09:37:48.630000000
A provider PolicyAgentInstanceProvider has been registered in the Windows Management Instrumentation namespace ROOT\ccm\policy\S_1_5_21_515967899_1580436667_839522115_20173 to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.,63,Microsoft-Windows-WMI,Application,LD5AIDBSQ01PV,2025-11-14 09:42:36,Application,Warning,2025-11-14 09:37:48.630000000
SQL Server is not ready to accept new client connections. Wait a few minutes before trying again. If you have access to the error log look for the informational message that indicates that SQL Server is ready before trying to connect again.  [CLIENT: 10.14.3.90],3041,MSSQLSERVER,Application,HC1DBSQ27PV,2025-11-14 18:58:00,Application,Error,2025-11-14 09:37:48.630000000
PausingBindingUntilAfterCheckin.244.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,LX1APDS01PV,2025-11-14 15:30:54,Application,Error,2025-11-14 09:37:48.630000000
A provider PolicyAgentInstanceProvider has been registered in the Windows Management Instrumentation namespace ROOT\ccm\Policy\S_1_5_21_558193262_1655503511_3127419298_500 to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.,63,Microsoft-Windows-WMI,Application,HC1DBSQ27PV,2025-11-14 02:56:35,Application,Warning,2025-11-14 09:37:48.630000000
The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID {2DC39BD2-9CFF-405D-A2FE-D246C976278C} and APPID {DB336D8E-32E5-42B9-B14B-58AAA87CEB06} to the user TCG\SSubramani.sqladmin SID (S-1-5-21-515967899-1580436667-839522115-12711) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ90PV,2025-11-14 03:55:29,System,Error,2025-11-14 09:37:48.630000000
Cryptographic Services failed while processing the OnIdentity() call in the System Writer Object.Details:AddLegacyDriverFiles: Unable to back up image of binary Symantec Network Security WFP Driver.System Error:The system cannot find the file specified..,513,Microsoft-Windows-CAPI2,Application,HC1DBSQ64PV,2025-11-14 19:46:35,Application,Error,2025-11-14 09:37:48.633000000
PausingBindingUntilAfterCheckin.242.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ45PV,2025-11-14 03:15:34,application,Error,2025-11-14 09:37:48.633000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ36Pv,2025-11-14 12:20:21,System,Warning,2025-11-14 09:37:48.633000000
Configuring the Page file for crash dump failed. Make sure there is a page file on the boot partition and that is large enough to contain all physical memory.,49,volmgr,System,AWSDBSQ51PV,2025-11-14 21:53:10,System,Error,2025-11-14 09:37:48.633000000
Application 'C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe' (pid 22464) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,AWSDBSQ51PV,2025-11-14 21:00:25,Application,Warning,2025-11-14 09:37:48.637000000
Secure Boot CA/keys need to be updated. This device signature information is included here.DeviceAttributes: BaseBoardManufacturer:;FirmwareManufacturer:SeaBIOS;FirmwareVersion:nutanix-ahv-4.20230302.1.2662.el8;OEMModelNumber:AHV;OEMModelBaseBoard:;OEMModelSystemFamily:Red Hat Enterprise Linux;OEMManufacturerName:Nutanix;OEMModelSKU:;OSArchitecture:amd64;BucketId: 4d84ec0f3d73e42c7df8ed73fddfd9062221865badb1c88eec8587807076dfe3BucketConfidenceLevel: UpdateType: 0HResult: The operation completed successfully.,1801,Microsoft-Windows-TPM-WMI,System,LX1APDS02PV,2025-11-14 13:54:33,System,Error,2025-11-14 09:37:48.637000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,HC1DBSQ60PV1,2025-11-14 11:23:17,System,Warning,2025-11-14 09:37:48.637000000
Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.,15,Microsoft-Windows-Wininit,System,LX1APDS02PV,2025-11-14 20:19:25,System,Warning,2025-11-14 09:37:48.637000000
Faulting application name: dwm.exe version: 10.0.17763.831 time stamp: 0xd5c9fdeaFaulting module name: KERNEL32.DLL version: 10.0.17763.7009 time stamp: 0xc66952bdException code: 0xe0464645Fault offset: 0x0000000000017ac4Faulting process id: 0x5bf0Faulting application start time: 0x01dc4dc7090dafdfFaulting application path: C:\WINDOWS\system32\dwm.exeFaulting module path: C:\WINDOWS\System32\KERNEL32.DLLReport Id: c9bad4b1-7673-4176-9e93-1060e31caa83Faulting package full name: Faulting package-relative application ID: ,1000,Application Error,Application,HC1DBSQ64PV,2025-11-14 15:44:57,Application,Error,2025-11-14 09:37:48.637000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,HC1DBSQ54PV,2025-11-14 23:59:43,System,Error,2025-11-14 09:37:48.640000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,HC1DBSQ36Pv,2025-11-14 23:28:08,System,Error,2025-11-14 09:37:48.657000000
Secure Boot CA/keys need to be updated. This device signature information is included here.DeviceAttributes: BaseBoardManufacturer:Intel Corporation;FirmwareManufacturer:VMware Inc.;FirmwareVersion:VMW71.00V.24265429.B64.2409051419;OEMModelNumber:VMware71;OEMModelBaseBoard:440BX Desktop Reference Platform;OEMModelSystemFamily:;OEMManufacturerName:VMware Inc.;OEMModelSKU:;OSArchitecture:amd64;BucketId: 780863cf2dd4d4a9144cd3e14efeda4c02b8542acf606ed4b2eba0d7215edd56BucketConfidenceLevel: UpdateType: 0HResult: The operation completed successfully.,1801,Microsoft-Windows-TPM-WMI,System,HC1DBSQ60PV1,2025-11-14 00:32:32,System,Error,2025-11-14 09:37:48.640000000
The server service was unable to recreate the share TASK1061888 because the directory L:\TASK1061888 no longer exists.  Please run "net share TASK1061888 /delete" to delete the share or recreate the directory L:\TASK1061888.,2511,Server,System,HC1DBSQ64PV,2025-11-14 00:45:25,System,Warning,2025-11-14 09:37:48.640000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ21PV,2025-11-14 18:19:11,System,Warning,2025-11-14 09:37:48.640000000
The Symantec Endpoint Protection service did not shut down properly after receiving a preshutdown control.,7043,Service Control Manager,System,HC1DBSQ27PV,2025-11-14 22:39:31,System,Error,2025-11-14 09:37:48.640000000
The AwsReplicationService service has stopped : process exited unexpectedly.,4100,AwsReplicationService,Application,AWSDBSQ51PV,2025-11-14 09:48:40,Application,Error,2025-11-14 09:37:48.640000000
Windows failed to apply the Group Policy Scheduled Tasks settings. Group Policy Scheduled Tasks settings might have its own log file. Please click on the "More information" link.,1085,Microsoft-Windows-GroupPolicy,System,LX1APDS01PV,2025-11-14 14:26:32,System,Warning,2025-11-14 09:37:48.643000000
The winlogon notification subscriber <GPClient> was unavailable to handle a notification event.,6000,Microsoft-Windows-Winlogon,Application,HC1DBSQ35PV,2025-11-14 23:03:16,Application,Warning,2025-11-14 09:37:48.643000000
Unable to retrieve next job for device LD5AIDBSQ01PVOne or more errors occurred.An error occurred while sending the request.Unable to connect to the remote serverA connection attempt failed because the connected party did not properly respond after a period of time or established connection failed because connected host has failed to respond 10.14.1.139:80,0,Binary Tree AD Migrator Agent,Application,LD5AIDBSQ01PV,2025-11-14 23:09:39,Application,Error,2025-11-14 09:37:48.643000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10149,Microsoft-Windows-WinRM,System,HC1DBSQ60PV1,2025-11-14 11:21:03,System,Warning,2025-11-14 09:37:48.643000000
Windows failed to apply the Group Policy Scheduled Tasks settings. Group Policy Scheduled Tasks settings might have its own log file. Please click on the "More information" link.,1085,Microsoft-Windows-GroupPolicy,System,HC1DBSQ60PV,2025-11-14 12:31:40,System,Warning,2025-11-14 09:37:48.643000000
Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.,15,Microsoft-Windows-Wininit,System,HC1DBSQ60PV1,2025-11-14 11:21:34,System,Warning,2025-11-14 09:37:48.647000000
Configuring the Page file for crash dump failed. Make sure there is a page file on the boot partition and that is large enough to contain all physical memory.,49,volmgr,System,HC1DBSQ21PV,2025-11-14 08:49:00,System,Error,2025-11-14 09:37:48.647000000
Windows has backed up this user profile. Windows will automatically try to use the backup profile the next time this user logs on.,1515,Microsoft-Windows-User Profiles Service,Application,HC1DBSQ53PV,2025-11-14 05:26:35,Application,Error,2025-11-14 09:37:48.647000000
The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID {21B896BF-008D-4D01-A27B-26061B960DD7} and APPID {03E09F3B-DCE4-44FE-A9CF-82D050827E1C} to the user TCG\Vkauushik.sqladmin SID (S-1-5-21-515967899-1580436667-839522115-12700) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ60PV,2025-11-14 16:10:30,System,Warning,2025-11-14 09:37:48.647000000
SQL Server is not ready to accept new client connections. Wait a few minutes before trying again. If you have access to the error log look for the informational message that indicates that SQL Server is ready before trying to connect again.  [CLIENT: 10.14.3.90],17835,MSSQLSERVER,Application,HC1DBSQ62PV,2025-11-14 16:59:47,Application,Error,2025-11-14 09:37:48.650000000
The processing of Group Policy failed. Windows attempted to retrieve new Group Policy settings for this user or computer. Look in the details tab for error code and description. Windows will automatically retry this operation at the next refresh cycle. Computers joined to the domain must have proper name resolution and network connectivity to a domain controller for discovery of new Group Policy objects and settings. An event will be logged when Group Policy is successful.,1030,Microsoft-Windows-GroupPolicy,System,LD5AIDBSQ01PV,2025-11-14 23:55:45,System,Error,2025-11-14 09:37:48.650000000
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.14.5.222],17836,MSSQLSERVER,Application,HC1DBSQ55Pv,2025-11-14 22:22:01,application,Error,2025-11-14 09:37:48.650000000
The server windows.immersivecontrolpanel_10.0.2.1000_neutral_neutral_cw5n1h2txyewy!microsoft.windows.immersivecontrolpanel did not register with DCOM within the required timeout.,10016,Microsoft-Windows-DistributedCOM,System,AWSDBSQ51PV,2025-11-14 19:54:39,System,Error,2025-11-14 09:37:48.650000000
PausingBindingUntilAfterCheckin.242.ThreatLockerService;Service Failed to bind on previous start,0,ThreatLockerService,Application,HC1DBSQ53PV,2025-11-14 21:05:50,Application,Error,2025-11-14 09:37:48.650000000
The Open procedure for service "WmiApRpl" in DLL "C:\Windows\system32\wbem\wmiaprpl.dll" failed with error code The device is not ready.. Performance data for this service will not be available.,1008,Microsoft-Windows-Perflib,Application,AWSDBSQ51PV,2025-11-14 21:00:22,Application,Warning,2025-11-14 09:37:48.650000000
Event ID 1019 for the Windows Search Service has been suppressed 73 time(s) since 5:17:16 AM. This event is used to suppress Windows Search Service events that have occurred frequently within a short period of time.  See Event ID 1019 for further details on this event.,1015,Microsoft-Windows-Search,Application,HC1DBSQ39PV,2025-11-14 05:17:04,Application,Warning,2025-11-14 09:37:48.653000000
Can't read message from channel; channel='System' previous_read_id='1782911' Error='The interface is unknown.\x0d\x0a',163,syslog-ng Agent,Application,HC1DBSQ57PV,2025-11-14 03:21:01,Application,Error,2025-11-14 09:37:48.653000000
Cryptographic Services failed while processing the OnIdentity() call in the System Writer Object.Details:AddLegacyDriverFiles: Unable to back up image of binary Symantec Network Security WFP Driver.System Error:The system cannot find the file specified..,513,Microsoft-Windows-CAPI2,Application,AWSDBSQ51PV,2025-11-14 23:40:26,Application,Error,2025-11-14 09:37:48.653000000
